Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round instance,task,function id,rod fixing checked,builtin rt,end_time,start_time
662,1.55E+12,19/02/2019 02:20:53,1.55E+12,8,19/02/2019 10:20:55,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,null,high-low,high,11,null,caller,null,,,
663,1.55E+12,19/02/2019 02:20:53,1.55E+12,8,19/02/2019 10:20:55,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,null,high-low,high,11,null,caller,null,,,
664,1.55E+12,19/02/2019 02:20:53,1.55E+12,8,19/02/2019 10:20:57,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,1436,39,null,high-low,high,11,rod_fixing,rod_fixing,1,1435.672,1550540000000.00,1550540000000.00
665,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:57,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,178,39,null,high-low,high,11,rod_fixing,rod_fixing,1,177.102,1550540000000.00,1550540000000.00
666,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:57,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,238,39,null,high-low,high,11,rod_fixing,rod_fixing,1,237.4790001,1550540000000.00,1550540000000.00
667,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:57,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,221,39,null,high-low,high,11,rod_fixing,rod_fixing,1,220.4170001,1550540000000.00,1550540000000.00
668,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:58,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,238,39,null,high-low,high,11,null,caller,null,237.3889999,1550540000000.00,1550540000000.00
669,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:58,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,222,39,null,high-low,high,11,null,caller,null,221.559,1550540000000.00,1550540000000.00
670,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:58,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,null,high-low,high,11,null,caller,null,,,
671,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:58,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,null,high-low,high,11,null,caller,null,,,
672,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:58,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,null,high-low,high,11,null,caller,null,,,
673,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:58,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,null,high-low,high,11,null,caller,null,,,
674,1.55E+12,19/02/2019 02:20:54,1.55E+12,8,19/02/2019 10:20:58,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,null,high-low,high,11,null,caller,null,,,
675,1.55E+12,19/02/2019 02:20:55,1.55E+12,8,19/02/2019 10:20:59,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,480,40,0.3,high-low,high,11,fishing,fishing_h,null,479.1529998,1550540000000.00,1550540000000.00
676,1.55E+12,19/02/2019 02:20:55,1.55E+12,8,19/02/2019 10:20:59,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,119.9050001,1550540000000.00,1550540000000.00
677,1.55E+12,19/02/2019 02:20:56,1.55E+12,8,19/02/2019 10:20:59,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,76,40,0.3,high-low,high,11,fishing,fishing_h,null,75.18600021,1550540000000.00,1550540000000.00
678,1.55E+12,19/02/2019 02:20:56,1.55E+12,8,19/02/2019 10:20:59,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,93,40,0.3,high-low,high,11,fishing,fishing_h,null,92.00599999,1550540000000.00,1550540000000.00
679,1.55E+12,19/02/2019 02:20:56,1.55E+12,8,19/02/2019 10:20:59,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,76,40,0.3,high-low,high,11,fishing,fishing_h,null,76.10800001,1550540000000.00,1550540000000.00
680,1.55E+12,19/02/2019 02:20:56,1.55E+12,8,19/02/2019 10:21:00,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,76,40,0.3,high-low,high,11,fishing,fishing_h,null,75.37900005,1550540000000.00,1550540000000.00
681,1.55E+12,19/02/2019 02:20:56,1.55E+12,8,19/02/2019 10:21:00,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,92,40,0.3,high-low,high,11,fishing,fishing_h,null,91.5049999,1550540000000.00,1550540000000.00
682,1.55E+12,19/02/2019 02:20:56,1.55E+12,8,19/02/2019 10:21:00,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,104,40,0.3,high-low,high,11,fishing,fishing_h,null,104.0029998,1550540000000.00,1550540000000.00
683,1.55E+12,19/02/2019 02:20:57,1.55E+12,8,19/02/2019 10:21:00,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,92,40,0.3,high-low,high,11,fishing,fishing_h,null,92.30999998,1550540000000.00,1550540000000.00
684,1.55E+12,19/02/2019 02:20:57,1.55E+12,8,19/02/2019 10:21:00,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,105,40,0.3,high-low,high,11,fishing,fishing_h,null,105.674,1550540000000.00,1550540000000.00
685,1.55E+12,19/02/2019 02:20:57,1.55E+12,8,19/02/2019 10:21:01,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,108,40,0.3,high-low,high,11,fishing,fishing_h,null,107.209,1550540000000.00,1550540000000.00
686,1.55E+12,19/02/2019 02:20:57,1.55E+12,8,19/02/2019 10:21:01,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,135,40,0.3,high-low,high,11,fishing,fishing_h,null,135.277,1550540000000.00,1550540000000.00
687,1.55E+12,19/02/2019 02:20:58,1.55E+12,8,19/02/2019 10:21:01,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,110,40,0.3,high-low,high,11,fishing,fishing_h,null,110.3740002,1550540000000.00,1550540000000.00
688,1.55E+12,19/02/2019 02:20:58,1.55E+12,8,19/02/2019 10:21:01,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,88,40,0.3,high-low,high,11,fishing,fishing_h,null,87.95000007,1550540000000.00,1550540000000.00
689,1.55E+12,19/02/2019 02:20:58,1.55E+12,8,19/02/2019 10:21:01,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,121.268,1550540000000.00,1550540000000.00
690,1.55E+12,19/02/2019 02:20:58,1.55E+12,8,19/02/2019 10:21:02,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,106,40,0.3,high-low,high,11,fishing,fishing_h,null,105.7790001,1550540000000.00,1550540000000.00
691,1.55E+12,19/02/2019 02:20:58,1.55E+12,8,19/02/2019 10:21:02,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,120.5830001,1550540000000.00,1550540000000.00
692,1.55E+12,19/02/2019 02:20:59,1.55E+12,8,19/02/2019 10:21:02,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,106,40,0.3,high-low,high,11,fishing,fishing_h,null,106.0600001,1550540000000.00,1550540000000.00
693,1.55E+12,19/02/2019 02:20:59,1.55E+12,8,19/02/2019 10:21:02,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,122,40,0.3,high-low,high,11,fishing,fishing_h,null,122.434,1550540000000.00,1550540000000.00
694,1.55E+12,19/02/2019 02:20:59,1.55E+12,8,19/02/2019 10:21:02,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,106,40,0.3,high-low,high,11,fishing,fishing_h,null,105.4839999,1550540000000.00,1550540000000.00
695,1.55E+12,19/02/2019 02:20:59,1.55E+12,8,19/02/2019 10:21:03,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,136,40,0.3,high-low,high,11,fishing,fishing_h,null,135.0090001,1550540000000.00,1550540000000.00
696,1.55E+12,19/02/2019 02:20:59,1.55E+12,8,19/02/2019 10:21:03,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,91,40,0.3,high-low,high,11,fishing,fishing_h,null,91.01500013,1550540000000.00,1550540000000.00
697,1.55E+12,19/02/2019 02:21:00,1.55E+12,8,19/02/2019 10:21:03,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,136,40,0.3,high-low,high,11,fishing,fishing_h,null,135.3189999,1550540000000.00,1550540000000.00
698,1.55E+12,19/02/2019 02:21:00,1.55E+12,8,19/02/2019 10:21:03,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,105,40,0.3,high-low,high,11,fishing,fishing_h,null,104.819,1550540000000.00,1550540000000.00
699,1.55E+12,19/02/2019 02:21:00,1.55E+12,8,19/02/2019 10:21:04,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,120.6820002,1550540000000.00,1550540000000.00
700,1.55E+12,19/02/2019 02:21:01,1.55E+12,8,19/02/2019 10:21:04,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,106,40,0.3,high-low,high,11,fishing,fishing_h,null,105.5419999,1550540000000.00,1550540000000.00
701,1.55E+12,19/02/2019 02:21:01,1.55E+12,8,19/02/2019 10:21:04,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,120.9549999,1550540000000.00,1550540000000.00
702,1.55E+12,19/02/2019 02:21:01,1.55E+12,8,19/02/2019 10:21:04,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,107,40,0.3,high-low,high,11,fishing,fishing_h,null,106.2739999,1550540000000.00,1550540000000.00
703,1.55E+12,19/02/2019 02:21:01,1.55E+12,8,19/02/2019 10:21:04,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,121.1699999,1550540000000.00,1550540000000.00
704,1.55E+12,19/02/2019 02:21:01,1.55E+12,8,19/02/2019 10:21:05,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,93,40,0.3,high-low,high,11,fishing,fishing_h,null,92.61199995,1550540000000.00,1550540000000.00
705,1.55E+12,19/02/2019 02:21:02,1.55E+12,8,19/02/2019 10:21:05,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,92,40,0.3,high-low,high,11,fishing,fishing_h,null,91.1989999,1550540000000.00,1550540000000.00
706,1.55E+12,19/02/2019 02:21:02,1.55E+12,8,19/02/2019 10:21:05,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,122,40,0.3,high-low,high,11,fishing,fishing_h,null,121.1580001,1550540000000.00,1550540000000.00
707,1.55E+12,19/02/2019 02:21:02,1.55E+12,8,19/02/2019 10:21:05,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,105,40,0.3,high-low,high,11,fishing,fishing_h,null,105.71,1550540000000.00,1550540000000.00
708,1.55E+12,19/02/2019 02:21:02,1.55E+12,8,19/02/2019 10:21:06,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,122,40,0.3,high-low,high,11,fishing,fishing_h,null,121.03,1550540000000.00,1550540000000.00
709,1.55E+12,19/02/2019 02:21:02,1.55E+12,8,19/02/2019 10:21:06,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,122,40,0.3,high-low,high,11,fishing,fishing_h,null,121.6169999,1550540000000.00,1550540000000.00
710,1.55E+12,19/02/2019 02:21:03,1.55E+12,8,19/02/2019 10:21:06,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,122,40,0.3,high-low,high,11,fishing,fishing_h,null,121.5309999,1550540000000.00,1550540000000.00
711,1.55E+12,19/02/2019 02:21:03,1.55E+12,8,19/02/2019 10:21:06,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,137,40,0.3,high-low,high,11,fishing,fishing_h,null,135.922,1550540000000.00,1550540000000.00
712,1.55E+12,19/02/2019 02:21:03,1.55E+12,8,19/02/2019 10:21:06,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,110,40,0.3,high-low,high,11,fishing,fishing_h,null,109.558,1550540000000.00,1550540000000.00
713,1.55E+12,19/02/2019 02:21:03,1.55E+12,8,19/02/2019 10:21:07,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,134,40,0.3,high-low,high,11,fishing,fishing_h,null,133.2969998,1550540000000.00,1550540000000.00
714,1.55E+12,19/02/2019 02:21:04,1.55E+12,8,19/02/2019 10:21:07,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,136,40,0.3,high-low,high,11,fishing,fishing_h,null,135.3940002,1550540000000.00,1550540000000.00
715,1.55E+12,19/02/2019 02:21:04,1.55E+12,8,19/02/2019 10:21:07,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,153,40,0.3,high-low,high,11,fishing,fishing_h,null,152.4409999,1550540000000.00,1550540000000.00
716,1.55E+12,19/02/2019 02:21:04,1.55E+12,8,19/02/2019 10:21:07,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,89,40,0.3,high-low,high,11,fishing,fishing_h,null,88.86900009,1550540000000.00,1550540000000.00
717,1.55E+12,19/02/2019 02:21:04,1.55E+12,8,19/02/2019 10:21:08,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,120.776,1550540000000.00,1550540000000.00
718,1.55E+12,19/02/2019 02:21:04,1.55E+12,8,19/02/2019 10:21:08,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,137,40,0.3,high-low,high,11,fishing,fishing_h,null,135.764,1550540000000.00,1550540000000.00
719,1.55E+12,19/02/2019 02:21:05,1.55E+12,8,19/02/2019 10:21:08,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,136,40,0.3,high-low,high,11,fishing,fishing_h,null,136.1110001,1550540000000.00,1550540000000.00
720,1.55E+12,19/02/2019 02:21:05,1.55E+12,8,19/02/2019 10:21:08,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,93,40,0.3,high-low,high,11,fishing,fishing_h,null,92.496,1550540000000.00,1550540000000.00
721,1.55E+12,19/02/2019 02:21:05,1.55E+12,8,19/02/2019 10:21:08,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,136,40,0.3,high-low,high,11,fishing,fishing_h,null,136.2719999,1550540000000.00,1550540000000.00
722,1.55E+12,19/02/2019 02:21:05,1.55E+12,8,19/02/2019 10:21:09,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,106,40,0.3,high-low,high,11,fishing,fishing_h,null,105.9659999,1550540000000.00,1550540000000.00
723,1.55E+12,19/02/2019 02:21:05,1.55E+12,8,19/02/2019 10:21:09,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,137,40,0.3,high-low,high,11,fishing,fishing_h,null,136.3240001,1550540000000.00,1550540000000.00
724,1.55E+12,19/02/2019 02:21:06,1.55E+12,8,19/02/2019 10:21:09,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,136,40,0.3,high-low,high,11,fishing,fishing_h,null,136.584,1550540000000.00,1550540000000.00
725,1.55E+12,19/02/2019 02:21:06,1.55E+12,8,19/02/2019 10:21:09,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,120.7939999,1550540000000.00,1550540000000.00
726,1.55E+12,19/02/2019 02:21:06,1.55E+12,8,19/02/2019 10:21:10,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,139,40,0.3,high-low,high,11,fishing,fishing_h,null,137.3429999,1550540000000.00,1550540000000.00
727,1.55E+12,19/02/2019 02:21:06,1.55E+12,8,19/02/2019 10:21:10,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,74,40,0.3,high-low,high,11,fishing,fishing_h,null,74.71100008,1550540000000.00,1550540000000.00
728,1.55E+12,19/02/2019 02:21:07,1.55E+12,8,19/02/2019 10:21:10,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,136,40,0.3,high-low,high,11,fishing,fishing_h,null,135.9969999,1550540000000.00,1550540000000.00
729,1.55E+12,19/02/2019 02:21:07,1.55E+12,8,19/02/2019 10:21:10,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,120.8930002,1550540000000.00,1550540000000.00
730,1.55E+12,19/02/2019 02:21:07,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,106,40,0.3,high-low,high,11,fishing,fishing_h,null,106.131,1550540000000.00,1550540000000.00
731,1.55E+12,19/02/2019 02:21:07,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,107,40,0.3,high-low,high,11,fishing,fishing_h,null,106.502,1550540000000.00,1550540000000.00
732,1.55E+12,19/02/2019 02:21:07,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,121,40,0.3,high-low,high,11,fishing,fishing_h,null,120.8180001,1550540000000.00,1550540000000.00
733,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,null,null,1.2,high-low,high,11,fishing,fishing_h,null,null,null,1550540000000.00
734,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,1.2,high-low,high,11,fishing,fishing_h,null,,,
735,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,1.2,high-low,high,11,fishing,fishing_h,null,,,
736,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,1.2,high-low,high,11,fishing,fishing_h,null,,,
737,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,1.2,high-low,high,11,fishing,fishing_h,null,,,
738,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,,,1.2,high-low,high,11,fishing,fishing_h,null,,,
739,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:11,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,194,40,1.2,high-low,high,11,fishing,fishing_h,null,194.195,1550540000000.00,1550540000000.00
740,1.55E+12,19/02/2019 02:21:08,1.55E+12,8,19/02/2019 10:21:12,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,137,40,1.2,high-low,high,11,fishing,fishing_h,null,136.2450002,1550540000000.00,1550540000000.00
741,1.55E+12,19/02/2019 02:21:09,1.55E+12,8,19/02/2019 10:21:12,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,108,40,1.2,high-low,high,11,fishing,fishing_h,null,106.586,1550540000000.00,1550540000000.00
742,1.55E+12,19/02/2019 02:21:09,1.55E+12,8,19/02/2019 10:21:12,6138,18,task-igty,,2188296,,594859,,complete,,,computer,Desktop or Laptop,Windows 7,WeChat 6.5.2.501,1280x720,1276x606,,High to Low,64,High to Low,107,40,1.2,high-low,high,11,fishing,fishing_h,null,106.165,1550540000000.00,1550540000000.00
