Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin rt,plugins end time,start_time
1,1551019854743,24/02/2019 14:50:54,1551019854634,0,24/02/2019 14:50:54,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,857,32,null,low-high,low,null,null,instruction,null,856.4250000054017,1551019854633,1551019853776
2,1551019855087,24/02/2019 14:50:55,1551019855040,0,24/02/2019 14:50:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,404,32,null,low-high,low,null,null,instruction,null,403.63000000070315,1551019855040,1551019854636
3,1551019855480,24/02/2019 14:50:55,1551019855458,0,24/02/2019 14:50:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,417,32,null,low-high,low,null,null,instruction,null,416.0699999993085,1551019855458,1551019855041
4,1551019856027,24/02/2019 14:50:56,1551019855999,0,24/02/2019 14:50:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,540,32,null,low-high,low,null,null,instruction,null,539.3499999991036,1551019855999,1551019855459
5,1551019856089,24/02/2019 14:50:56,1551019856002,0,24/02/2019 14:50:56,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
6,1551019856089,24/02/2019 14:50:56,1551019856004,0,24/02/2019 14:50:56,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
7,1551019856089,24/02/2019 14:50:56,1551019856007,0,24/02/2019 14:50:56,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
8,1551019856089,24/02/2019 14:50:56,1551019856008,0,24/02/2019 14:50:56,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
9,1551019857082,24/02/2019 14:50:57,1551019857036,0,24/02/2019 14:50:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,925,40,0.7,low-high,low,11,fishing,fishing-l,null,924.5450000016717,1551019856934,1551019856009
10,1551019857309,24/02/2019 14:50:57,1551019857282,0,24/02/2019 14:50:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,144,40,0.7,low-high,low,11,fishing,fishing-l,null,143.34000000235392,1551019857181,1551019857037
11,1551019857762,24/02/2019 14:50:57,1551019857726,0,24/02/2019 14:50:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,341,40,0.7,low-high,low,11,fishing,fishing-l,null,340.3949999992619,1551019857625,1551019857284
12,1551019857967,24/02/2019 14:50:57,1551019857935,0,24/02/2019 14:50:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,106,40,0.7,low-high,low,11,fishing,fishing-l,null,106.5500000040629,1551019857834,1551019857728
13,1551019858139,24/02/2019 14:50:58,1551019858109,0,24/02/2019 14:50:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,70,40,0.7,low-high,low,11,fishing,fishing-l,null,69.09499999892432,1551019858006,1551019857936
14,1551019858280,24/02/2019 14:50:58,1551019858257,0,24/02/2019 14:50:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,43,40,0.7,low-high,low,11,fishing,fishing-l,null,43.5799999977462,1551019858154,1551019858111
15,1551019858452,24/02/2019 14:50:58,1551019858423,0,24/02/2019 14:50:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,60,40,0.7,low-high,low,11,fishing,fishing-l,null,59.71000000135973,1551019858318,1551019858258
16,1551019858623,24/02/2019 14:50:58,1551019858590,0,24/02/2019 14:50:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,62,40,0.7,low-high,low,11,fishing,fishing-l,null,61.419999998179264,1551019858486,1551019858424
17,1551019858780,24/02/2019 14:50:58,1551019858754,0,24/02/2019 14:50:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,57,40,0.7,low-high,low,11,fishing,fishing-l,null,57.37000000226544,1551019858649,1551019858592
18,1551019858945,24/02/2019 14:50:58,1551019858916,0,24/02/2019 14:50:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,55,40,0.7,low-high,low,11,fishing,fishing-l,null,54.68499999551568,1551019858810,1551019858755
19,1551019859148,24/02/2019 14:50:59,1551019859096,0,24/02/2019 14:50:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,75,40,0.7,low-high,low,11,fishing,fishing-l,null,74.5699999970384,1551019858992,1551019858917
20,1551019859289,24/02/2019 14:50:59,1551019859259,0,24/02/2019 14:50:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,60,40,0.7,low-high,low,11,fishing,fishing-l,null,58.83999999787193,1551019859157,1551019859097
21,1551019859492,24/02/2019 14:50:59,1551019859462,0,24/02/2019 14:50:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,96,40,0.7,low-high,low,11,fishing,fishing-l,null,96.13499999977648,1551019859356,1551019859260
22,1551019859648,24/02/2019 14:50:59,1551019859625,0,24/02/2019 14:50:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,58,40,0.7,low-high,low,11,fishing,fishing-l,null,57.66500000027008,1551019859521,1551019859463
23,1551019859867,24/02/2019 14:50:59,1551019859822,0,24/02/2019 14:50:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,93,40,0.7,low-high,low,11,fishing,fishing-l,null,93.42999999353196,1551019859719,1551019859626
24,1551019860039,24/02/2019 14:51:00,1551019860002,0,24/02/2019 14:51:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,76,40,0.7,low-high,low,11,fishing,fishing-l,null,75.22500000050059,1551019859899,1551019859823
25,1551019860211,24/02/2019 14:51:00,1551019860192,0,24/02/2019 14:51:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,87,40,0.7,low-high,low,11,fishing,fishing-l,null,86.30500000435859,1551019860090,1551019860003
26,1551019860383,24/02/2019 14:51:00,1551019860363,0,24/02/2019 14:51:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,68,40,0.7,low-high,low,11,fishing,fishing-l,null,67.89500000013504,1551019860262,1551019860194
27,1551019860586,24/02/2019 14:51:00,1551019860547,0,24/02/2019 14:51:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,78,40,0.7,low-high,low,11,fishing,fishing-l,null,78.3750000045984,1551019860442,1551019860364
28,1551019860805,24/02/2019 14:51:00,1551019860738,0,24/02/2019 14:51:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,87,40,0.7,low-high,low,11,fishing,fishing-l,null,85.8250000019325,1551019860635,1551019860548
29,1551019860961,24/02/2019 14:51:00,1551019860925,0,24/02/2019 14:51:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,82,40,0.7,low-high,low,11,fishing,fishing-l,null,81.83499999722699,1551019860822,1551019860740
30,1551019861133,24/02/2019 14:51:01,1551019861113,0,24/02/2019 14:51:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,83,40,0.7,low-high,low,11,fishing,fishing-l,null,82.26499999727821,1551019861009,1551019860926
31,1551019861352,24/02/2019 14:51:01,1551019861302,0,24/02/2019 14:51:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,87,40,0.7,low-high,low,11,fishing,fishing-l,null,87.17000000615371,1551019861201,1551019861114
32,1551019861545,24/02/2019 14:51:01,1551019861508,0,24/02/2019 14:51:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,99,40,0.7,low-high,low,11,fishing,fishing-l,null,98.88499999942724,1551019861402,1551019861303
33,1551019861735,24/02/2019 14:51:01,1551019861708,0,24/02/2019 14:51:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,94,40,0.7,low-high,low,11,fishing,fishing-l,null,94.48500000144122,1551019861603,1551019861509
34,1551019861944,24/02/2019 14:51:01,1551019861915,0,24/02/2019 14:51:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,0.7,low-high,low,11,fishing,fishing-l,null,102.87999999854947,1551019861812,1551019861709
35,1551019862164,24/02/2019 14:51:02,1551019862122,0,24/02/2019 14:51:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,0.7,low-high,low,11,fishing,fishing-l,null,102.91000000142958,1551019862019,1551019861916
36,1551019862414,24/02/2019 14:51:02,1551019862376,0,24/02/2019 14:51:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,148,40,0.7,low-high,low,11,fishing,fishing-l,null,148.3600000065053,1551019862273,1551019862125
37,1551019862649,24/02/2019 14:51:02,1551019862616,0,24/02/2019 14:51:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,133,40,0.7,low-high,low,11,fishing,fishing-l,null,133.53499999357155,1551019862511,1551019862378
38,1551019862886,24/02/2019 14:51:02,1551019862847,0,24/02/2019 14:51:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,124,40,0.7,low-high,low,11,fishing,fishing-l,null,123.85499999800231,1551019862741,1551019862617
39,1551019863102,24/02/2019 14:51:03,1551019863056,0,24/02/2019 14:51:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,104,40,0.7,low-high,low,11,fishing,fishing-l,null,103.86499999731313,1551019862952,1551019862848
40,1551019863305,24/02/2019 14:51:03,1551019863264,0,24/02/2019 14:51:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,105,40,0.7,low-high,low,11,fishing,fishing-l,null,104.82500000216532,1551019863162,1551019863057
41,1551019863524,24/02/2019 14:51:03,1551019863468,0,24/02/2019 14:51:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,100,40,0.7,low-high,low,11,fishing,fishing-l,null,100.6100000013248,1551019863366,1551019863266
42,1551019863758,24/02/2019 14:51:03,1551019863688,0,24/02/2019 14:51:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,115,40,0.7,low-high,low,11,fishing,fishing-l,null,115.07500000152504,1551019863584,1551019863469
43,1551019863930,24/02/2019 14:51:03,1551019863886,0,24/02/2019 14:51:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,95,40,0.7,low-high,low,11,fishing,fishing-l,null,94.82999999454478,1551019863784,1551019863689
44,1551019864117,24/02/2019 14:51:04,1551019864090,0,24/02/2019 14:51:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,102,40,0.7,low-high,low,11,fishing,fishing-l,null,101.91500000655651,1551019863989,1551019863887
45,1551019864368,24/02/2019 14:51:04,1551019864292,0,24/02/2019 14:51:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,97,40,0.7,low-high,low,11,fishing,fishing-l,null,96.95999999530613,1551019864188,1551019864091
46,1551019864524,24/02/2019 14:51:04,1551019864489,0,24/02/2019 14:51:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,93,40,0.7,low-high,low,11,fishing,fishing-l,null,93.10499999992317,1551019864386,1551019864293
47,1551019864727,24/02/2019 14:51:04,1551019864687,0,24/02/2019 14:51:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,91,40,0.7,low-high,low,11,fishing,fishing-l,null,90.4549999977462,1551019864581,1551019864490
48,1551019864945,24/02/2019 14:51:04,1551019864878,0,24/02/2019 14:51:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,87,40,0.7,low-high,low,11,fishing,fishing-l,null,86.77500000339933,1551019864775,1551019864688
49,1551019865117,24/02/2019 14:51:05,1551019865070,0,24/02/2019 14:51:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,88,40,0.7,low-high,low,11,fishing,fishing-l,null,87.57999999943422,1551019864967,1551019864879
50,1551019865289,24/02/2019 14:51:05,1551019865250,0,24/02/2019 14:51:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,74,40,0.7,low-high,low,11,fishing,fishing-l,null,74.07500000408618,1551019865145,1551019865071
51,1551019865461,24/02/2019 14:51:05,1551019865418,0,24/02/2019 14:51:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,64,40,0.7,low-high,low,11,fishing,fishing-l,null,64.14999999833526,1551019865315,1551019865251
52,1551019865664,24/02/2019 14:51:05,1551019865598,0,24/02/2019 14:51:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,72,40,0.7,low-high,low,11,fishing,fishing-l,null,72.26000000082422,1551019865492,1551019865420
53,1551019865806,24/02/2019 14:51:05,1551019865773,0,24/02/2019 14:51:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,71,40,0.7,low-high,low,11,fishing,fishing-l,null,70.28999999602092,1551019865670,1551019865599
54,1551019865993,24/02/2019 14:51:05,1551019865958,0,24/02/2019 14:51:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,80,40,0.7,low-high,low,11,fishing,fishing-l,null,79.40000000235159,1551019865854,1551019865774
55,1551019866181,24/02/2019 14:51:06,1551019866132,0,24/02/2019 14:51:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,69,40,0.7,low-high,low,11,fishing,fishing-l,null,69.13999999960652,1551019866028,1551019865959
56,1551019866305,24/02/2019 14:51:06,1551019866272,0,24/02/2019 14:51:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,35,40,0.7,low-high,low,11,fishing,fishing-l,null,35.16499999386724,1551019866168,1551019866133
57,1551019866492,24/02/2019 14:51:06,1551019866457,0,24/02/2019 14:51:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,81,40,0.7,low-high,low,11,fishing,fishing-l,null,81.54999999533175,1551019866354,1551019866273
58,1551019866667,24/02/2019 14:51:06,1551019866626,0,24/02/2019 14:51:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,66,40,0.7,low-high,low,11,fishing,fishing-l,null,65.9250000026077,1551019866524,1551019866458
59,1551019866836,24/02/2019 14:51:06,1551019866800,0,24/02/2019 14:51:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,72,40,0.7,low-high,low,11,fishing,fishing-l,null,71.45999999920605,1551019866699,1551019866627
60,1551019867008,24/02/2019 14:51:07,1551019866974,0,24/02/2019 14:51:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,70,40,0.7,low-high,low,11,fishing,fishing-l,null,69.28500000503846,1551019866871,1551019866801
61,1551019867355,24/02/2019 14:51:07,1551019867304,0,24/02/2019 14:51:07,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,228,40,0.7,low-high,low,11,fishing,fishing-l,null,227.41999999561813,1551019867203,1551019866975
62,1551019867586,24/02/2019 14:51:07,1551019867500,0,24/02/2019 14:51:07,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,93,40,0.7,low-high,low,11,fishing,fishing-l,null,92.56000000459608,1551019867398,1551019867305
63,1551019867727,24/02/2019 14:51:07,1551019867685,0,24/02/2019 14:51:07,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,80,40,0.7,low-high,low,11,fishing,fishing-l,null,80.53500000096392,1551019867582,1551019867502
64,1551019867933,24/02/2019 14:51:07,1551019867871,0,24/02/2019 14:51:07,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,83,40,0.7,low-high,low,11,fishing,fishing-l,null,82.89499999955297,1551019867770,1551019867687
65,1551019868086,24/02/2019 14:51:08,1551019868035,0,24/02/2019 14:51:08,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,61,40,0.7,low-high,low,11,fishing,fishing-l,null,60.64499999774853,1551019867933,1551019867872
66,1551019868274,24/02/2019 14:51:08,1551019868228,0,24/02/2019 14:51:08,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,87,40,0.7,low-high,low,11,fishing,fishing-l,null,87.0950000025914,1551019868124,1551019868037
67,1551019868430,24/02/2019 14:51:08,1551019868384,0,24/02/2019 14:51:08,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,49,40,0.7,low-high,low,11,fishing,fishing-l,null,49.14000000280794,1551019868278,1551019868229
68,1551019868587,24/02/2019 14:51:08,1551019868553,0,24/02/2019 14:51:08,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,66,40,0.7,low-high,low,11,fishing,fishing-l,null,65.8149999944726,1551019868451,1551019868385
69,1551019868758,24/02/2019 14:51:08,1551019868714,0,24/02/2019 14:51:08,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,58,40,0.7,low-high,low,11,fishing,fishing-l,null,58.14499999542022,1551019868612,1551019868554
70,1551019868914,24/02/2019 14:51:08,1551019868883,0,24/02/2019 14:51:08,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,65,40,0.7,low-high,low,11,fishing,fishing-l,null,65.21000000066124,1551019868781,1551019868716
71,1551019869102,24/02/2019 14:51:09,1551019869062,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,75,40,0.7,low-high,low,11,fishing,fishing-l,null,74.31499999802327,1551019868959,1551019868884
72,1551019869165,24/02/2019 14:51:09,1551019869065,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
73,1551019869165,24/02/2019 14:51:09,1551019869065,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
74,1551019869165,24/02/2019 14:51:09,1551019869066,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
