Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin rt,plugins end time,start_time
2134,1551020570221,24/02/2019 15:02:50,1551020570199,0,24/02/2019 15:02:50,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,100,40,0.3,low-high,high,22,fishing,fishing_h,null,99.77000000071712,1551020570095,1551020569995
2135,1551020570439,24/02/2019 15:02:50,1551020570417,0,24/02/2019 15:02:50,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,110,40,0.3,low-high,high,22,fishing,fishing_h,null,110.10499999974854,1551020570311,1551020570201
2136,1551020570689,24/02/2019 15:02:50,1551020570626,0,24/02/2019 15:02:50,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,101,40,0.3,low-high,high,22,fishing,fishing_h,null,100.29999999818392,1551020570520,1551020570419
2137,1551020570877,24/02/2019 15:02:50,1551020570847,0,24/02/2019 15:02:50,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,116,40,0.3,low-high,high,22,fishing,fishing_h,null,115.59000000124797,1551020570744,1551020570628
2138,1551020571096,24/02/2019 15:02:51,1551020571067,0,24/02/2019 15:02:51,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,112,40,0.3,low-high,high,22,fishing,fishing_h,null,111.81000000215136,1551020570961,1551020570849
2139,1551020571331,24/02/2019 15:02:51,1551020571298,0,24/02/2019 15:02:51,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,127,40,0.3,low-high,high,22,fishing,fishing_h,null,126.54500000644475,1551020571196,1551020571069
2140,1551020571564,24/02/2019 15:02:51,1551020571544,0,24/02/2019 15:02:51,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,141,40,0.3,low-high,high,22,fishing,fishing_h,null,140.89000000234228,1551020571441,1551020571300
2141,1551020571799,24/02/2019 15:02:51,1551020571777,0,24/02/2019 15:02:51,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,125,40,0.3,low-high,high,22,fishing,fishing_h,null,124.37499999930151,1551020571671,1551020571546
2142,1551020572018,24/02/2019 15:02:52,1551020571985,0,24/02/2019 15:02:51,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,102,40,0.3,low-high,high,22,fishing,fishing_h,null,101.90000000153668,1551020571881,1551020571779
2143,1551020572240,24/02/2019 15:02:52,1551020572198,0,24/02/2019 15:02:52,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,106,40,0.3,low-high,high,22,fishing,fishing_h,null,105.99499999801628,1551020572093,1551020571987
2144,1551020572465,24/02/2019 15:02:52,1551020572419,0,24/02/2019 15:02:52,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,112,40,0.3,low-high,high,22,fishing,fishing_h,null,112.1050000002142,1551020572312,1551020572200
2145,1551020572669,24/02/2019 15:02:52,1551020572636,0,24/02/2019 15:02:52,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,112,40,0.3,low-high,high,22,fishing,fishing_h,null,111.54499999969266,1551020572533,1551020572421
2146,1551020572872,24/02/2019 15:02:52,1551020572843,0,24/02/2019 15:02:52,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,101,40,0.3,low-high,high,22,fishing,fishing_h,null,100.98499999730848,1551020572739,1551020572638
2147,1551020573106,24/02/2019 15:02:53,1551020573079,0,24/02/2019 15:02:53,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,128,40,0.3,low-high,high,22,fishing,fishing_h,null,127.76999999920372,1551020572973,1551020572845
2148,1551020573359,24/02/2019 15:02:53,1551020573307,0,24/02/2019 15:02:53,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,122,40,0.3,low-high,high,22,fishing,fishing_h,null,121.83999999985099,1551020573203,1551020573081
2149,1551020573577,24/02/2019 15:02:53,1551020573544,0,24/02/2019 15:02:53,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,131,40,0.3,low-high,high,22,fishing,fishing_h,null,130.18000000005122,1551020573440,1551020573309
2150,1551020573858,24/02/2019 15:02:53,1551020573766,0,24/02/2019 15:02:53,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,116,40,0.3,low-high,high,22,fishing,fishing_h,null,115.07999999599997,1551020573661,1551020573545
2151,1551020574031,24/02/2019 15:02:54,1551020574009,0,24/02/2019 15:02:54,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,138,40,0.3,low-high,high,22,fishing,fishing_h,null,137.57500000065193,1551020573906,1551020573768
2152,1551020574249,24/02/2019 15:02:54,1551020574224,0,24/02/2019 15:02:54,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,107,40,0.3,low-high,high,22,fishing,fishing_h,null,106.6350000037346,1551020574117,1551020574010
2153,1551020574547,24/02/2019 15:02:54,1551020574520,0,24/02/2019 15:02:54,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,189,40,0.3,low-high,high,22,fishing,fishing_h,null,188.75000000116415,1551020574415,1551020574226
2154,1551020574797,24/02/2019 15:02:54,1551020574756,0,24/02/2019 15:02:54,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,129,40,0.3,low-high,high,22,fishing,fishing_h,null,127.96000000531785,1551020574650,1551020574521
2155,1551020575093,24/02/2019 15:02:55,1551020575066,0,24/02/2019 15:02:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,201,40,0.3,low-high,high,22,fishing,fishing_h,null,201.09499999671243,1551020574959,1551020574758
2156,1551020575297,24/02/2019 15:02:55,1551020575268,0,24/02/2019 15:02:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,99,40,0.3,low-high,high,22,fishing,fishing_h,null,98.48500000219792,1551020575167,1551020575068
2157,1551020575531,24/02/2019 15:02:55,1551020575508,0,24/02/2019 15:02:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,131,40,0.3,low-high,high,22,fishing,fishing_h,null,130.9599999950733,1551020575401,1551020575270
2158,1551020575750,24/02/2019 15:02:55,1551020575722,0,24/02/2019 15:02:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,107,40,0.3,low-high,high,22,fishing,fishing_h,null,107.42500000190921,1551020575618,1551020575511
2159,1551020575983,24/02/2019 15:02:55,1551020575966,0,24/02/2019 15:02:55,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,135,40,0.3,low-high,high,22,fishing,fishing_h,null,134.42000000213739,1551020575859,1551020575724
2160,1551020576219,24/02/2019 15:02:56,1551020576187,0,24/02/2019 15:02:56,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,115,40,0.3,low-high,high,22,fishing,fishing_h,null,115.20500000182074,1551020576083,1551020575968
2161,1551020576850,24/02/2019 15:02:56,1551020576813,0,24/02/2019 15:02:56,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,518,40,0.3,low-high,high,22,fishing,fishing_h,null,517.5799999998417,1551020576707,1551020576189
2162,1551020577037,24/02/2019 15:02:57,1551020577011,0,24/02/2019 15:02:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,92,40,0.3,low-high,high,22,fishing,fishing_h,null,92.06499999703374,1551020576907,1551020576815
2163,1551020577224,24/02/2019 15:02:57,1551020577202,0,24/02/2019 15:02:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,85,40,0.3,low-high,high,22,fishing,fishing_h,null,85.03499999642372,1551020577098,1551020577013
2164,1551020577715,24/02/2019 15:02:57,1551020577632,0,24/02/2019 15:02:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,323,40,0.3,low-high,high,22,fishing,fishing_h,null,322.64500000025146,1551020577527,1551020577204
2165,1551020577872,24/02/2019 15:02:57,1551020577842,0,24/02/2019 15:02:57,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,101,40,0.3,low-high,high,22,fishing,fishing_h,null,99.79000000027008,1551020577735,1551020577634
2166,1551020578091,24/02/2019 15:02:58,1551020578057,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,111,40,0.3,low-high,high,22,fishing,fishing_h,null,110.89999999967404,1551020577955,1551020577844
2167,1551020578357,24/02/2019 15:02:58,1551020578334,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,173,40,0.3,low-high,high,22,fishing,fishing_h,null,172.2100000042701,1551020578231,1551020578058
2168,1551020578590,24/02/2019 15:02:58,1551020578567,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,129,40,0.3,low-high,high,22,fishing,fishing_h,null,128.2149999969406,1551020578465,1551020578336
2169,1551020578638,24/02/2019 15:02:58,1551020578570,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,high,22,null,caller,null,,,
2170,1551020578638,24/02/2019 15:02:58,1551020578572,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,high,22,null,caller,null,,,
2171,1551020578638,24/02/2019 15:02:58,1551020578573,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,high,22,null,caller,null,,,
2172,1551020578638,24/02/2019 15:02:58,1551020578574,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,high,22,null,caller,null,,,
2173,1551020578638,24/02/2019 15:02:58,1551020578576,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,high,22,null,caller,null,,,
2174,1551020578825,24/02/2019 15:02:58,1551020578793,0,24/02/2019 15:02:58,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,114,40,2.5,low-high,high,22,fishing,fishing_h,null,113.63999999593943,1551020578690,1551020578576
2175,1551020579075,24/02/2019 15:02:59,1551020579012,0,24/02/2019 15:02:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,112,40,2.5,low-high,high,22,fishing,fishing_h,null,111.96999999810942,1551020578907,1551020578795
2176,1551020579467,24/02/2019 15:02:59,1551020579443,0,24/02/2019 15:02:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,324,40,2.5,low-high,high,22,fishing,fishing_h,null,324.05000000295695,1551020579338,1551020579014
2177,1551020579732,24/02/2019 15:02:59,1551020579687,0,24/02/2019 15:02:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,138,40,2.5,low-high,high,22,fishing,fishing_h,null,137.5449999977136,1551020579583,1551020579445
2178,1551020579947,24/02/2019 15:02:59,1551020579918,0,24/02/2019 15:02:59,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,127,40,2.5,low-high,high,22,fishing,fishing_h,null,127.2000000027474,1551020579816,1551020579689
2179,1551020580162,24/02/2019 15:03:00,1551020580140,0,24/02/2019 15:03:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,115,40,2.5,low-high,high,22,fishing,fishing_h,null,114.3549999978859,1551020580035,1551020579920
2180,1551020580412,24/02/2019 15:03:00,1551020580386,0,24/02/2019 15:03:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,140,40,2.5,low-high,high,22,fishing,fishing_h,null,138.79499999899417,1551020580282,1551020580142
2181,1551020580618,24/02/2019 15:03:00,1551020580580,0,24/02/2019 15:03:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,90,40,2.5,low-high,high,22,fishing,fishing_h,null,89.92500000016298,1551020580478,1551020580388
2182,1551020580853,24/02/2019 15:03:00,1551020580819,0,24/02/2019 15:03:00,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,131,40,2.5,low-high,high,22,fishing,fishing_h,null,130.584999998915,1551020580713,1551020580582
2183,1551020581084,24/02/2019 15:03:01,1551020581045,0,24/02/2019 15:03:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,118,40,2.5,low-high,high,22,fishing,fishing_h,null,117.65500000189058,1551020580938,1551020580820
2184,1551020581286,24/02/2019 15:03:01,1551020581268,0,24/02/2019 15:03:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,118,40,2.5,low-high,high,22,fishing,fishing_h,null,117.41999999503605,1551020581164,1551020581046
2185,1551020581505,24/02/2019 15:03:01,1551020581488,0,24/02/2019 15:03:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,115,40,2.5,low-high,high,22,fishing,fishing_h,null,114.11999999848194,1551020581384,1551020581269
2186,1551020581740,24/02/2019 15:03:01,1551020581707,0,24/02/2019 15:03:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,114,40,2.5,low-high,high,22,fishing,fishing_h,null,113.71499999938533,1551020581604,1551020581490
2187,1551020581927,24/02/2019 15:03:01,1551020581903,0,24/02/2019 15:03:01,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,92,40,2.5,low-high,high,22,fishing,fishing_h,null,91.7600000029197,1551020581801,1551020581709
2188,1551020582146,24/02/2019 15:03:02,1551020582125,0,24/02/2019 15:03:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,118,40,2.5,low-high,high,22,fishing,fishing_h,null,117.33000000088941,1551020582023,1551020581905
2189,1551020582381,24/02/2019 15:03:02,1551020582347,0,24/02/2019 15:03:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,113,40,2.5,low-high,high,22,fishing,fishing_h,null,112.61999999987893,1551020582240,1551020582127
2190,1551020582608,24/02/2019 15:03:02,1551020582580,0,24/02/2019 15:03:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,128,40,2.5,low-high,high,22,fishing,fishing_h,null,127.02500000153668,1551020582477,1551020582349
2191,1551020582827,24/02/2019 15:03:02,1551020582805,0,24/02/2019 15:03:02,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,120,40,2.5,low-high,high,22,fishing,fishing_h,null,120.05499999946915,1551020582702,1551020582582
2192,1551020583047,24/02/2019 15:03:03,1551020583024,0,24/02/2019 15:03:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,112,40,2.5,low-high,high,22,fishing,fishing_h,null,111.88499999849591,1551020582919,1551020582807
2193,1551020583280,24/02/2019 15:03:03,1551020583250,0,24/02/2019 15:03:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,122,40,2.5,low-high,high,22,fishing,fishing_h,null,121.5749999973923,1551020583148,1551020583026
2194,1551020583531,24/02/2019 15:03:03,1551020583499,0,24/02/2019 15:03:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,140,40,2.5,low-high,high,22,fishing,fishing_h,null,140.07999999739695,1551020583392,1551020583252
2195,1551020583953,24/02/2019 15:03:03,1551020583936,0,24/02/2019 15:03:03,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,330,40,2.5,low-high,high,22,fishing,fishing_h,null,328.75999999663327,1551020583831,1551020583501
2196,1551020584203,24/02/2019 15:03:04,1551020584167,0,24/02/2019 15:03:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,125,40,2.5,low-high,high,22,fishing,fishing_h,null,124.01999999571126,1551020584062,1551020583937
2197,1551020584405,24/02/2019 15:03:04,1551020584373,0,24/02/2019 15:03:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,98,40,2.5,low-high,high,22,fishing,fishing_h,null,97.80999999924097,1551020584268,1551020584170
2198,1551020584639,24/02/2019 15:03:04,1551020584615,0,24/02/2019 15:03:04,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,136,40,2.5,low-high,high,22,fishing,fishing_h,null,136.12999999895692,1551020584511,1551020584375
2199,1551020585094,24/02/2019 15:03:05,1551020585021,0,24/02/2019 15:03:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,301,40,2.5,low-high,high,22,fishing,fishing_h,null,300.4849999997532,1551020584918,1551020584617
2200,1551020585264,24/02/2019 15:03:05,1551020585232,0,24/02/2019 15:03:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,2.5,low-high,high,22,fishing,fishing_h,null,102.75000000547152,1551020585126,1551020585023
2201,1551020585486,24/02/2019 15:03:05,1551020585461,0,24/02/2019 15:03:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,121,40,2.5,low-high,high,22,fishing,fishing_h,null,120.18499999970663,1551020585354,1551020585233
2202,1551020585705,24/02/2019 15:03:05,1551020585674,0,24/02/2019 15:03:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,108,40,2.5,low-high,high,22,fishing,fishing_h,null,108.1350000022212,1551020585572,1551020585464
2203,1551020585925,24/02/2019 15:03:05,1551020585903,0,24/02/2019 15:03:05,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,121,40,2.5,low-high,high,22,fishing,fishing_h,null,120.49499999557156,1551020585796,1551020585675
2204,1551020586158,24/02/2019 15:03:06,1551020586141,0,24/02/2019 15:03:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,133,40,2.5,low-high,high,22,fishing,fishing_h,null,132.4800000002142,1551020586038,1551020585905
2205,1551020586425,24/02/2019 15:03:06,1551020586399,0,24/02/2019 15:03:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,150,40,2.5,low-high,high,22,fishing,fishing_h,null,149.78500000142958,1551020586293,1551020586143
2206,1551020586658,24/02/2019 15:03:06,1551020586629,0,24/02/2019 15:03:06,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,124,40,2.5,low-high,high,22,fishing,fishing_h,null,123.81999999354593,1551020586525,1551020586401
