Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time,index
2529,1554301119607,03/04/2019 14:18:39,1554301119571,1,03/04/2019 15:18:39,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,71,40,2.5,low-high,high,22,fishing,fishing_h,null,70.03499998245388,1554301119464,1554301119393,1
2530,1554301119779,03/04/2019 14:18:39,1554301119735,1,03/04/2019 15:18:39,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,58,40,2.5,low-high,high,22,fishing,fishing_h,null,57.61499999789521,1554301119631,1554301119573,1
2531,1554301119935,03/04/2019 14:18:39,1554301119907,1,03/04/2019 15:18:39,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,66,40,2.5,low-high,high,22,fishing,fishing_h,null,65.64500002423301,1554301119802,1554301119736,1
2532,1554301120092,03/04/2019 14:18:40,1554301120069,1,03/04/2019 15:18:40,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,2.5,low-high,high,22,fishing,fishing_h,null,56.83000001590699,1554301119966,1554301119909,1
2533,1554301120279,03/04/2019 14:18:40,1554301120238,1,03/04/2019 15:18:40,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,60,40,2.5,low-high,high,22,fishing,fishing_h,null,59.089999995194376,1554301120131,1554301120071,1
2534,1554301120436,03/04/2019 14:18:40,1554301120397,1,03/04/2019 15:18:40,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,55,40,2.5,low-high,high,22,fishing,fishing_h,null,55.074999982025474,1554301120294,1554301120239,1
2535,1554301120607,03/04/2019 14:18:40,1554301120559,1,03/04/2019 15:18:40,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,54,40,2.5,low-high,high,22,fishing,fishing_h,null,53.565000009257346,1554301120452,1554301120398,1
2536,1554301120749,03/04/2019 14:18:40,1554301120720,1,03/04/2019 15:18:40,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,53,40,2.5,low-high,high,22,fishing,fishing_h,null,52.955000021029264,1554301120614,1554301120561,1
2537,1554301120920,03/04/2019 14:18:40,1554301120876,1,03/04/2019 15:18:40,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,48,40,2.5,low-high,high,22,fishing,fishing_h,null,47.81999997794628,1554301120770,1554301120722,1
2538,1554301121060,03/04/2019 14:18:41,1554301121027,1,03/04/2019 15:18:41,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,44,40,2.5,low-high,high,22,fishing,fishing_h,null,43.479999992996454,1554301120922,1554301120878,1
2539,1554301121232,03/04/2019 14:18:41,1554301121187,1,03/04/2019 15:18:41,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,51,40,2.5,low-high,high,22,fishing,fishing_h,null,50.270000007003546,1554301121080,1554301121029,1
2540,1554301121373,03/04/2019 14:18:41,1554301121340,1,03/04/2019 15:18:41,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,44,40,2.5,low-high,high,22,fishing,fishing_h,null,43.95500000100583,1554301121234,1554301121190,1
2541,1554301121654,03/04/2019 14:18:41,1554301121493,1,03/04/2019 15:18:41,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,48,40,2.5,low-high,high,22,fishing,fishing_h,null,47.81000001821667,1554301121390,1554301121342,1
2542,1554301121767,03/04/2019 14:18:41,1554301121652,1,03/04/2019 15:18:41,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,55,40,2.5,low-high,high,22,fishing,fishing_h,null,54.32000005384907,1554301121549,1554301121494,1
2543,1554301121873,03/04/2019 14:18:41,1554301121823,1,03/04/2019 15:18:41,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,63,40,2.5,low-high,high,22,fishing,fishing_h,null,62.58999998681247,1554301121716,1554301121653,1
2544,1554301122138,03/04/2019 14:18:42,1554301121989,1,03/04/2019 15:18:41,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,58,40,2.5,low-high,high,22,fishing,fishing_h,null,57.92000005021691,1554301121883,1554301121825,1
2545,1554301122217,03/04/2019 14:18:42,1554301122161,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,67,40,null,low-high,high,22,null,caller,null,65.89999998686835,1554301122058,1554301121991,2
2546,1554301122217,03/04/2019 14:18:42,1554301122164,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,2
2547,1554301122217,03/04/2019 14:18:42,1554301122166,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,2
2548,1554301122217,03/04/2019 14:18:42,1554301122168,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,2
2549,1554301122217,03/04/2019 14:18:42,1554301122170,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,2
2550,1554301122217,03/04/2019 14:18:42,1554301122171,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,22,null,caller,null,,,,2
2551,1554301122404,03/04/2019 14:18:42,1554301122339,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,63,40,1.2,low-high,high,22,fishing,fishing_h,null,62.84499994944781,1554301122235,1554301122172,2
2552,1554301122560,03/04/2019 14:18:42,1554301122505,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,59,40,1.2,low-high,high,22,fishing,fishing_h,null,58.275000017602,1554301122400,1554301122341,2
2553,1554301122702,03/04/2019 14:18:42,1554301122666,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,54,40,1.2,low-high,high,22,fishing,fishing_h,null,53.87000000337139,1554301122561,1554301122507,2
2554,1554301122920,03/04/2019 14:18:42,1554301122833,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,59,40,1.2,low-high,high,22,fishing,fishing_h,null,58.10999998357147,1554301122726,1554301122667,2
2555,1554301123029,03/04/2019 14:18:43,1554301122996,1,03/04/2019 15:18:42,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,54,40,1.2,low-high,high,22,fishing,fishing_h,null,53.39000001549721,1554301122889,1554301122835,2
2556,1554301123201,03/04/2019 14:18:43,1554301123166,1,03/04/2019 15:18:43,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,61,40,1.2,low-high,high,22,fishing,fishing_h,null,60.679999995045364,1554301123059,1554301122998,2
2557,1554301123388,03/04/2019 14:18:43,1554301123338,1,03/04/2019 15:18:43,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,65,40,1.2,low-high,high,22,fishing,fishing_h,null,64.84999996609986,1554301123233,1554301123168,2
2558,1554301123545,03/04/2019 14:18:43,1554301123500,1,03/04/2019 15:18:43,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,53,40,1.2,low-high,high,22,fishing,fishing_h,null,52.580000017769635,1554301123393,1554301123340,2
2559,1554301123701,03/04/2019 14:18:43,1554301123656,1,03/04/2019 15:18:43,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,52,40,1.2,low-high,high,22,fishing,fishing_h,null,51.51499999919906,1554301123554,1554301123502,2
2560,1554301123857,03/04/2019 14:18:43,1554301123815,1,03/04/2019 15:18:43,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,54,40,1.2,low-high,high,22,fishing,fishing_h,null,54.00000000372529,1554301123713,1554301123659,2
2561,1554301124013,03/04/2019 14:18:44,1554301123981,1,03/04/2019 15:18:43,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,60,40,1.2,low-high,high,22,fishing,fishing_h,null,59.60500001674518,1554301123877,1554301123817,2
2562,1554301124201,03/04/2019 14:18:44,1554301124157,1,03/04/2019 15:18:44,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,68,40,1.2,low-high,high,22,fishing,fishing_h,null,67.18000001274049,1554301124050,1554301123982,2
2563,1554301124342,03/04/2019 14:18:44,1554301124311,1,03/04/2019 15:18:44,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,50,40,1.2,low-high,high,22,fishing,fishing_h,null,49.40000001806766,1554301124209,1554301124159,2
2564,1554301124670,03/04/2019 14:18:44,1554301124516,1,03/04/2019 15:18:44,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,100,40,1.2,low-high,high,22,fishing,fishing_h,null,99.83500000089407,1554301124413,1554301124313,2
2565,1554301124768,03/04/2019 14:18:44,1554301124701,1,03/04/2019 15:18:44,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,79,40,1.2,low-high,high,22,fishing,fishing_h,null,78.43999995384365,1554301124596,1554301124517,2
2566,1554301124921,03/04/2019 14:18:44,1554301124871,1,03/04/2019 15:18:44,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,66,40,1.2,low-high,high,22,fishing,fishing_h,null,65.55499997921288,1554301124768,1554301124702,2
2567,1554301125170,03/04/2019 14:18:45,1554301125082,1,03/04/2019 15:18:45,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,106,40,1.2,low-high,high,22,fishing,fishing_h,null,105.58500001206994,1554301124978,1554301124872,2
2568,1554301125405,03/04/2019 14:18:45,1554301125255,1,03/04/2019 15:18:45,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,68,40,1.2,low-high,high,22,fishing,fishing_h,null,66.92000001203269,1554301125152,1554301125084,2
2569,1554301125482,03/04/2019 14:18:45,1554301125449,1,03/04/2019 15:18:45,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,88,40,1.2,low-high,high,22,fishing,fishing_h,null,87.73999998811632,1554301125345,1554301125257,2
