Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time
160,1551625635587,03/03/2019 15:07:15,1551625634947,0,03/03/2019 15:07:14,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,105,40,2.5,low-high,low,11,fishing,fishing_l,null,104.85000000335276,1551625634844,1551625634739
161,1551625635790,03/03/2019 15:07:15,1551625635146,0,03/03/2019 15:07:15,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,93,40,2.5,low-high,low,11,fishing,fishing_l,null,92.14500000234693,1551625635043,1551625634950
162,1551625635993,03/03/2019 15:07:15,1551625635353,0,03/03/2019 15:07:15,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,102,40,2.5,low-high,low,11,fishing,fishing_l,null,101.35000001173466,1551625635251,1551625635149
163,1551625636212,03/03/2019 15:07:16,1551625635568,0,03/03/2019 15:07:15,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,111,40,2.5,low-high,low,11,fishing,fishing_l,null,111.2349999602884,1551625635465,1551625635354
164,1551625636435,03/03/2019 15:07:16,1551625635791,0,03/03/2019 15:07:15,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,118,40,2.5,low-high,low,11,fishing,fishing_l,null,117.25000001024455,1551625635689,1551625635571
165,1551625636639,03/03/2019 15:07:16,1551625635993,0,03/03/2019 15:07:15,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,98,40,2.5,low-high,low,11,fishing,fishing_l,null,96.58999997191131,1551625635892,1551625635794
166,1551625636857,03/03/2019 15:07:16,1551625636212,0,03/03/2019 15:07:16,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,116,40,2.5,low-high,low,11,fishing,fishing_l,null,115.88500009384006,1551625636110,1551625635994
167,1551625637061,03/03/2019 15:07:17,1551625636420,0,03/03/2019 15:07:16,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,103,40,2.5,low-high,low,11,fishing,fishing_l,null,101.99500003363937,1551625636318,1551625636215
168,1551625637280,03/03/2019 15:07:17,1551625636634,0,03/03/2019 15:07:16,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,110,40,2.5,low-high,low,11,fishing,fishing_l,null,109.48999994434416,1551625636532,1551625636422
169,1551625637483,03/03/2019 15:07:17,1551625636837,0,03/03/2019 15:07:16,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,97,40,2.5,low-high,low,11,fishing,fishing_l,null,95.75999993830919,1551625636734,1551625636637
170,1551625638827,03/03/2019 15:07:18,1551625637047,0,03/03/2019 15:07:17,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,106,40,2.5,low-high,low,11,fishing,fishing_l,null,105.83999997470528,1551625636946,1551625636840
171,1551625643909,03/03/2019 15:07:23,1551625637247,0,03/03/2019 15:07:17,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,96,40,2.5,low-high,low,11,fishing,fishing_l,null,95.40999995078892,1551625637145,1551625637049
172,1551625643909,03/03/2019 15:07:23,1551625637448,0,03/03/2019 15:07:17,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,97,40,2.5,low-high,low,11,fishing,fishing_l,null,96.28500009421259,1551625637345,1551625637248
173,1551625643909,03/03/2019 15:07:23,1551625637652,0,03/03/2019 15:07:17,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,101,40,2.5,low-high,low,11,fishing,fishing_l,null,100.63000000081956,1551625637551,1551625637450
174,1551625643909,03/03/2019 15:07:23,1551625637863,0,03/03/2019 15:07:17,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,109,40,2.5,low-high,low,11,fishing,fishing_l,null,108.63999999128282,1551625637761,1551625637652
175,1551625643909,03/03/2019 15:07:23,1551625638068,0,03/03/2019 15:07:18,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,103,40,2.5,low-high,low,11,fishing,fishing_l,null,102.8850000584498,1551625637966,1551625637863
176,1551625645898,03/03/2019 15:07:25,1551625638281,0,03/03/2019 15:07:18,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,108,40,1.2,low-high,low,11,fishing,fishing_l,null,108.0350000411272,1551625638178,1551625638070
177,1551625645898,03/03/2019 15:07:25,1551625638486,0,03/03/2019 15:07:18,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,102,40,1.2,low-high,low,11,fishing,fishing_l,null,101.1100000469014,1551625638384,1551625638282
178,1551625645898,03/03/2019 15:07:25,1551625638687,0,03/03/2019 15:07:18,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,99,40,1.2,low-high,low,11,fishing,fishing_l,null,98.42000005301088,1551625638586,1551625638487
179,1551625645898,03/03/2019 15:07:25,1551625638889,0,03/03/2019 15:07:18,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,100,40,1.2,low-high,low,11,fishing,fishing_l,null,99.86499999649823,1551625638788,1551625638688
180,1551625645898,03/03/2019 15:07:25,1551625639092,0,03/03/2019 15:07:19,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,98,40,1.2,low-high,low,11,fishing,fishing_l,null,97.48500003479421,1551625638987,1551625638889
181,1551625645898,03/03/2019 15:07:25,1551625639288,0,03/03/2019 15:07:19,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,93,40,1.2,low-high,low,11,fishing,fishing_l,null,92.34999993350357,1551625639186,1551625639093
182,1551625645898,03/03/2019 15:07:25,1551625639480,0,03/03/2019 15:07:19,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,88,40,1.2,low-high,low,11,fishing,fishing_l,null,87.47999998740852,1551625639377,1551625639289
183,1551625645898,03/03/2019 15:07:25,1551625639680,0,03/03/2019 15:07:19,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,97,40,1.2,low-high,low,11,fishing,fishing_l,null,97.49499999452382,1551625639578,1551625639481
184,1551625645898,03/03/2019 15:07:25,1551625639876,0,03/03/2019 15:07:19,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,92,40,1.2,low-high,low,11,fishing,fishing_l,null,91.69499995186925,1551625639774,1551625639682
185,1551625645898,03/03/2019 15:07:25,1551625640083,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,104,40,1.2,low-high,low,11,fishing,fishing_l,null,102.8850000584498,1551625639980,1551625639876
186,1551625645898,03/03/2019 15:07:25,1551625640299,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,112,40,1.2,low-high,low,11,fishing,fishing_l,null,110.98999995738268,1551625640196,1551625640084
187,1551625645898,03/03/2019 15:07:25,1551625640530,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,126,40,1.2,low-high,low,11,fishing,fishing_l,null,126.44499994348735,1551625640427,1551625640301
188,1551625645898,03/03/2019 15:07:25,1551625640532,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,1.2,low-high,low,11,fishing,fishing_l,null,,,
189,1551625645898,03/03/2019 15:07:25,1551625640534,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,1.2,low-high,low,11,fishing,fishing_l,null,,,
190,1551625645898,03/03/2019 15:07:25,1551625640536,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,1.2,low-high,low,11,fishing,fishing_l,null,,,
191,1551625645898,03/03/2019 15:07:25,1551625640539,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,1.2,low-high,low,11,fishing,fishing_l,null,,,
192,1551625645898,03/03/2019 15:07:25,1551625640541,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,1.2,low-high,low,11,fishing,fishing_l,null,,,
193,1551625645898,03/03/2019 15:07:25,1551625640734,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,90,40,1.2,low-high,low,11,fishing,fishing_l,null,88.89000001363456,1551625640632,1551625640542
194,1551625645898,03/03/2019 15:07:25,1551625640948,0,03/03/2019 15:07:20,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,108,40,1.2,low-high,low,11,fishing,fishing_l,null,107.49500000383705,1551625640846,1551625640738
195,1551625645898,03/03/2019 15:07:25,1551625641403,0,03/03/2019 15:07:21,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,351,40,1.2,low-high,low,11,fishing,fishing_l,null,350.8849999634549,1551625641300,1551625640949
196,1551625648445,03/03/2019 15:07:28,1551625641632,0,03/03/2019 15:07:21,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,125,40,1.2,low-high,low,11,fishing,fishing_l,null,123.96500003524125,1551625641530,1551625641405
197,1551625648445,03/03/2019 15:07:28,1551625641878,0,03/03/2019 15:07:21,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,141,40,1.2,low-high,low,11,fishing,fishing_l,null,139.77500004693866,1551625641775,1551625641634
198,1551625648445,03/03/2019 15:07:28,1551625642111,0,03/03/2019 15:07:22,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,131,40,1.2,low-high,low,11,fishing,fishing_l,null,130.84999995771796,1551625642010,1551625641879
199,1551625648445,03/03/2019 15:07:28,1551625642345,0,03/03/2019 15:07:22,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,131,40,1.2,low-high,low,11,fishing,fishing_l,null,130.41999994311482,1551625642243,1551625642112
200,1551625648445,03/03/2019 15:07:28,1551625642605,0,03/03/2019 15:07:22,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,157,40,1.2,low-high,low,11,fishing,fishing_l,null,155.73500003665686,1551625642504,1551625642347
201,1551625648445,03/03/2019 15:07:28,1551625642851,0,03/03/2019 15:07:22,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,141,40,1.2,low-high,low,11,fishing,fishing_l,null,141.25999994575977,1551625642749,1551625642608
202,1551625648445,03/03/2019 15:07:28,1551625643111,0,03/03/2019 15:07:23,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,154,40,1.2,low-high,low,11,fishing,fishing_l,null,154.11000000312924,1551625643008,1551625642854
203,1551625648445,03/03/2019 15:07:28,1551625643400,0,03/03/2019 15:07:23,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,185,40,1.2,low-high,low,11,fishing,fishing_l,null,184.16000006254762,1551625643298,1551625643113
204,1551625648445,03/03/2019 15:07:28,1551625643668,0,03/03/2019 15:07:23,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,164,40,1.2,low-high,low,11,fishing,fishing_l,null,164.4650000380352,1551625643566,1551625643402
205,1551625648445,03/03/2019 15:07:28,1551625643945,0,03/03/2019 15:07:23,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,173,40,1.2,low-high,low,11,fishing,fishing_l,null,172.38000000361353,1551625643843,1551625643670
206,1551625648445,03/03/2019 15:07:28,1551625644212,0,03/03/2019 15:07:24,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,162,40,1.2,low-high,low,11,fishing,fishing_l,null,161.50500008370727,1551625644110,1551625643948
207,1551625648445,03/03/2019 15:07:28,1551625644452,0,03/03/2019 15:07:24,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,137,40,1.2,low-high,low,11,fishing,fishing_l,null,135.81499992869794,1551625644351,1551625644214
208,1551625648445,03/03/2019 15:07:28,1551625644915,0,03/03/2019 15:07:24,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,360,40,1.2,low-high,low,11,fishing,fishing_l,null,360.2200000314042,1551625644813,1551625644453
209,1551625648445,03/03/2019 15:07:28,1551625645154,0,03/03/2019 15:07:25,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,136,40,1.2,low-high,low,11,fishing,fishing_l,null,135.30500000342727,1551625645052,1551625644916
210,1551625773275,03/03/2019 15:09:33,1551625645380,0,03/03/2019 15:07:25,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,121,40,1.2,low-high,low,11,fishing,fishing_l,null,120.54499995429069,1551625645277,1551625645156
211,1551625658503,03/03/2019 15:07:38,1551625645612,0,03/03/2019 15:07:25,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,129,40,0.1,low-high,low,11,fishing,fishing_l,null,128.0399999814108,1551625645510,1551625645381
212,1551625658503,03/03/2019 15:07:38,1551625645858,0,03/03/2019 15:07:25,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,141,40,0.1,low-high,low,11,fishing,fishing_l,null,140.4999999795109,1551625645755,1551625645614
213,1551625658503,03/03/2019 15:07:38,1551625646076,0,03/03/2019 15:07:26,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,114,40,0.1,low-high,low,11,fishing,fishing_l,null,113.3600000757724,1551625645973,1551625645859
214,1551625773275,03/03/2019 15:09:33,1551625646308,0,03/03/2019 15:07:26,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,128,40,1.2,low-high,low,11,fishing,fishing_l,null,127.54999997559935,1551625646206,1551625646078
215,1551625773275,03/03/2019 15:09:33,1551625646557,0,03/03/2019 15:07:26,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,144,40,1.2,low-high,low,11,fishing,fishing_l,null,143.1100000627339,1551625646454,1551625646310
216,1551625773275,03/03/2019 15:09:33,1551625646804,0,03/03/2019 15:07:26,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,144,40,1.2,low-high,low,11,fishing,fishing_l,null,144.02999996673316,1551625646703,1551625646559
217,1551625773275,03/03/2019 15:09:33,1551625647029,0,03/03/2019 15:07:27,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,122,40,1.2,low-high,low,11,fishing,fishing_l,null,121.27999996300787,1551625646927,1551625646805
218,1551625773275,03/03/2019 15:09:33,1551625647259,0,03/03/2019 15:07:27,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,126,40,1.2,low-high,low,11,fishing,fishing_l,null,126.33500003721565,1551625647157,1551625647031
219,1551625658503,03/03/2019 15:07:38,1551625647484,0,03/03/2019 15:07:27,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,121,40,0.1,low-high,low,11,fishing,fishing_l,null,120.66000001505017,1551625647381,1551625647260
220,1551625658503,03/03/2019 15:07:38,1551625647701,0,03/03/2019 15:07:27,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,114,40,0.1,low-high,low,11,fishing,fishing_l,null,112.8500000340864,1551625647599,1551625647485
221,1551625658503,03/03/2019 15:07:38,1551625647916,0,03/03/2019 15:07:27,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,112,40,0.1,low-high,low,11,fishing,fishing_l,null,111.34499998297542,1551625647814,1551625647702
222,1551625658503,03/03/2019 15:07:38,1551625648166,0,03/03/2019 15:07:28,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,147,40,0.1,low-high,low,11,fishing,fishing_l,null,146.38499997090548,1551625648064,1551625647917
223,1551625658503,03/03/2019 15:07:38,1551625648400,0,03/03/2019 15:07:28,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,0.1,low-high,low,11,fishing,fishing_l,null,129.38500009477139,1551625648298,1551625648168
224,1551625658503,03/03/2019 15:07:38,1551625648639,0,03/03/2019 15:07:28,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,0.1,low-high,low,11,fishing,fishing_l,null,134.09000006504357,1551625648536,1551625648402
225,1551625658503,03/03/2019 15:07:38,1551625648883,0,03/03/2019 15:07:28,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,141,40,0.1,low-high,low,11,fishing,fishing_l,null,140.6150000402704,1551625648782,1551625648641
226,1551625658503,03/03/2019 15:07:38,1551625649123,0,03/03/2019 15:07:29,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,135,40,0.1,low-high,low,11,fishing,fishing_l,null,134.71999997273088,1551625649020,1551625648885
227,1551625658503,03/03/2019 15:07:38,1551625649357,0,03/03/2019 15:07:29,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,0.1,low-high,low,11,fishing,fishing_l,null,129.27499995566905,1551625649254,1551625649124
228,1551625658503,03/03/2019 15:07:38,1551625649585,0,03/03/2019 15:07:29,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,122,40,0.1,low-high,low,11,fishing,fishing_l,null,121.76000000908971,1551625649482,1551625649360
229,1551625658503,03/03/2019 15:07:38,1551625649816,0,03/03/2019 15:07:29,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,126,40,0.1,low-high,low,11,fishing,fishing_l,null,125.13499998021871,1551625649713,1551625649587
230,1551625658612,03/03/2019 15:07:38,1551625650038,0,03/03/2019 15:07:30,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,0.1,low-high,low,11,fishing,fishing_l,null,117.05500003881752,1551625649935,1551625649818
231,1551625658612,03/03/2019 15:07:38,1551625650256,0,03/03/2019 15:07:30,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,114,40,0.1,low-high,low,11,fishing,fishing_l,null,113.70500002522022,1551625650154,1551625650040
232,1551625658612,03/03/2019 15:07:38,1551625650495,0,03/03/2019 15:07:30,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,0.1,low-high,low,11,fishing,fishing_l,null,133.32000002264977,1551625650392,1551625650258
233,1551625658612,03/03/2019 15:07:38,1551625650737,0,03/03/2019 15:07:30,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,137,40,0.1,low-high,low,11,fishing,fishing_l,null,136.3700000802055,1551625650634,1551625650497
234,1551625658612,03/03/2019 15:07:38,1551625650961,0,03/03/2019 15:07:30,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,120,40,0.1,low-high,low,11,fishing,fishing_l,null,120.03000010736287,1551625650859,1551625650739
235,1551625658612,03/03/2019 15:07:38,1551625651203,0,03/03/2019 15:07:31,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,138,40,0.1,low-high,low,11,fishing,fishing_l,null,138.329999987036,1551625651101,1551625650963
