Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time
2756,1551626158079,03/03/2019 15:15:58,1551626157430,0,03/03/2019 15:15:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,92,40,0.3,low-high,high,22,fishing,fishing_h,null,91.37000003829598,1551626157327,1551626157235
2757,1551626158275,03/03/2019 15:15:58,1551626157621,0,03/03/2019 15:15:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,86,40,0.3,low-high,high,22,fishing,fishing_h,null,85.91999998316169,1551626157518,1551626157432
2758,1551626158446,03/03/2019 15:15:58,1551626157799,0,03/03/2019 15:15:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,71,40,0.3,low-high,high,22,fishing,fishing_h,null,71.1250000167638,1551626157694,1551626157623
2759,1551626158637,03/03/2019 15:15:58,1551626157982,0,03/03/2019 15:15:57,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,75,40,0.3,low-high,high,22,fishing,fishing_h,null,74.50999994762242,1551626157878,1551626157803
2760,1551626158810,03/03/2019 15:15:58,1551626158174,0,03/03/2019 15:15:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,85,40,0.3,low-high,high,22,fishing,fishing_h,null,85.1750000147149,1551626158070,1551626157985
2761,1551626158998,03/03/2019 15:15:58,1551626158356,0,03/03/2019 15:15:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,77,40,0.3,low-high,high,22,fishing,fishing_h,null,76.77499996498227,1551626158254,1551626158177
2762,1551626159170,03/03/2019 15:15:59,1551626158527,0,03/03/2019 15:15:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,66,40,0.3,low-high,high,22,fishing,fishing_h,null,65.88999996893108,1551626158424,1551626158358
2763,1551626159341,03/03/2019 15:15:59,1551626158702,0,03/03/2019 15:15:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,70,40,0.3,low-high,high,22,fishing,fishing_h,null,69.79999993927777,1551626158599,1551626158529
2764,1551626159529,03/03/2019 15:15:59,1551626158894,0,03/03/2019 15:15:58,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,88,40,0.3,low-high,high,22,fishing,fishing_h,null,87.90499996393919,1551626158791,1551626158703
2765,1551626159732,03/03/2019 15:15:59,1551626159084,0,03/03/2019 15:15:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,86,40,0.3,low-high,high,22,fishing,fishing_h,null,85.51999996416271,1551626158981,1551626158895
2766,1551626159904,03/03/2019 15:15:59,1551626159257,0,03/03/2019 15:15:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,68,40,0.3,low-high,high,22,fishing,fishing_h,null,68.33000003825873,1551626159154,1551626159086
2767,1551626160107,03/03/2019 15:16:00,1551626159453,0,03/03/2019 15:15:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,90,40,0.3,low-high,high,22,fishing,fishing_h,null,89.35000002384186,1551626159348,1551626159258
2768,1551626160279,03/03/2019 15:16:00,1551626159638,0,03/03/2019 15:15:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,77,40,0.3,low-high,high,22,fishing,fishing_h,null,76.86499995179474,1551626159534,1551626159457
2769,1551626160467,03/03/2019 15:16:00,1551626159824,0,03/03/2019 15:15:59,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,80,40,0.3,low-high,high,22,fishing,fishing_h,null,79.41500004380941,1551626159720,1551626159640
2770,1551626160670,03/03/2019 15:16:00,1551626160017,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,83,40,0.3,low-high,high,22,fishing,fishing_h,null,82.70500006619841,1551626159909,1551626159826
2771,1551626160858,03/03/2019 15:16:00,1551626160203,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,78,40,0.3,low-high,high,22,fishing,fishing_h,null,77.05500000156462,1551626160100,1551626160022
2772,1551626161046,03/03/2019 15:16:01,1551626160392,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,83,40,0.3,low-high,high,22,fishing,fishing_h,null,82.7649999409914,1551626160288,1551626160205
2773,1551626161217,03/03/2019 15:16:01,1551626160567,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,70,40,0.3,low-high,high,22,fishing,fishing_h,null,70.21499995607883,1551626160463,1551626160393
2774,1551626161404,03/03/2019 15:16:01,1551626160752,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,76,40,0.3,low-high,high,22,fishing,fishing_h,null,76.05999999213964,1551626160646,1551626160570
2775,1551626161466,03/03/2019 15:16:01,1551626160760,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,22,null,caller,null,,,
2776,1551626161466,03/03/2019 15:16:01,1551626160763,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,22,null,caller,null,,,
2777,1551626161466,03/03/2019 15:16:01,1551626160766,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,22,null,caller,null,,,
2778,1551626161466,03/03/2019 15:16:01,1551626160768,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,22,null,caller,null,,,
2779,1551626161466,03/03/2019 15:16:01,1551626160770,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,22,null,caller,null,,,
2780,1551626161576,03/03/2019 15:16:01,1551626160926,0,03/03/2019 15:16:00,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,52,40,1.2,low-high,high,22,fishing,fishing_h,null,52.01000010129064,1551626160823,1551626160771
2781,1551626161748,03/03/2019 15:16:01,1551626161106,0,03/03/2019 15:16:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,77,40,1.2,low-high,high,22,fishing,fishing_h,null,76.58499991521239,1551626161004,1551626160927
2782,1551626161967,03/03/2019 15:16:01,1551626161299,0,03/03/2019 15:16:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,89,40,1.2,low-high,high,22,fishing,fishing_h,null,88.85499997995794,1551626161197,1551626161108
2783,1551626162139,03/03/2019 15:16:02,1551626161488,0,03/03/2019 15:16:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,81,40,1.2,low-high,high,22,fishing,fishing_h,null,80.94500005245209,1551626161382,1551626161301
2784,1551626162326,03/03/2019 15:16:02,1551626161678,0,03/03/2019 15:16:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,81,40,1.2,low-high,high,22,fishing,fishing_h,null,80.35499998368323,1551626161572,1551626161491
2785,1551626162529,03/03/2019 15:16:02,1551626161872,0,03/03/2019 15:16:01,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,84,40,1.2,low-high,high,22,fishing,fishing_h,null,84.37000005505979,1551626161766,1551626161682
2786,1551626162716,03/03/2019 15:16:02,1551626162071,0,03/03/2019 15:16:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,88,40,1.2,low-high,high,22,fishing,fishing_h,null,87.85000001080334,1551626161965,1551626161877
2787,1551626162951,03/03/2019 15:16:02,1551626162298,0,03/03/2019 15:16:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,1.2,low-high,high,22,fishing,fishing_h,null,116.5599999949336,1551626162192,1551626162075
2788,1551626163185,03/03/2019 15:16:03,1551626162530,0,03/03/2019 15:16:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,124,40,1.2,low-high,high,22,fishing,fishing_h,null,123.37499996647239,1551626162426,1551626162302
2789,1551626163410,03/03/2019 15:16:03,1551626162753,0,03/03/2019 15:16:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,114,40,1.2,low-high,high,22,fishing,fishing_h,null,112.78500000480562,1551626162648,1551626162534
2790,1551626163625,03/03/2019 15:16:03,1551626162969,0,03/03/2019 15:16:02,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,106,40,1.2,low-high,high,22,fishing,fishing_h,null,105.83000001497567,1551626162863,1551626162757
2791,1551626163828,03/03/2019 15:16:03,1551626163176,0,03/03/2019 15:16:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,98,40,1.2,low-high,high,22,fishing,fishing_h,null,97.64000005088747,1551626163071,1551626162973
2792,1551626164031,03/03/2019 15:16:04,1551626163378,0,03/03/2019 15:16:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,93,40,1.2,low-high,high,22,fishing,fishing_h,null,92.28999994229525,1551626163272,1551626163179
2793,1551626164224,03/03/2019 15:16:04,1551626163569,0,03/03/2019 15:16:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,81,40,1.2,low-high,high,22,fishing,fishing_h,null,81.03500003926456,1551626163463,1551626163382
2794,1551626164428,03/03/2019 15:16:04,1551626163778,0,03/03/2019 15:16:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,100,40,1.2,low-high,high,22,fishing,fishing_h,null,99.35499995481223,1551626163673,1551626163573
2795,1551626164615,03/03/2019 15:16:04,1551626163974,0,03/03/2019 15:16:03,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,87,40,1.2,low-high,high,22,fishing,fishing_h,null,86.29500004462898,1551626163869,1551626163782
2796,1551626164818,03/03/2019 15:16:04,1551626164173,0,03/03/2019 15:16:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,89,40,1.2,low-high,high,22,fishing,fishing_h,null,88.69000000413507,1551626164067,1551626163978
2797,1551626165021,03/03/2019 15:16:05,1551626164369,0,03/03/2019 15:16:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,87,40,1.2,low-high,high,22,fishing,fishing_h,null,87.20000006724149,1551626164265,1551626164178
2798,1551626165224,03/03/2019 15:16:05,1551626164572,0,03/03/2019 15:16:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,95,40,1.2,low-high,high,22,fishing,fishing_h,null,94.58000003360212,1551626164467,1551626164372
2799,1551626165415,03/03/2019 15:16:05,1551626164765,0,03/03/2019 15:16:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,84,40,1.2,low-high,high,22,fishing,fishing_h,null,83.47499999217689,1551626164660,1551626164576
2800,1551626165604,03/03/2019 15:16:05,1551626164953,0,03/03/2019 15:16:04,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,78,40,1.2,low-high,high,22,fishing,fishing_h,null,77.85999996121973,1551626164847,1551626164769
2801,1551626165792,03/03/2019 15:16:05,1551626165140,0,03/03/2019 15:16:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,77,40,1.2,low-high,high,22,fishing,fishing_h,null,77.18000002205372,1551626165034,1551626164957
2802,1551626165987,03/03/2019 15:16:05,1551626165329,0,03/03/2019 15:16:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,81,40,1.2,low-high,high,22,fishing,fishing_h,null,80.33999998588115,1551626165226,1551626165145
2803,1551626166175,03/03/2019 15:16:06,1551626165523,0,03/03/2019 15:16:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,90,40,1.2,low-high,high,22,fishing,fishing_h,null,89.62500002235174,1551626165421,1551626165331
2804,1551626166360,03/03/2019 15:16:06,1551626165716,0,03/03/2019 15:16:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,86,40,1.2,low-high,high,22,fishing,fishing_h,null,85.88000002782792,1551626165610,1551626165524
2805,1551626166579,03/03/2019 15:16:06,1551626165930,0,03/03/2019 15:16:05,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,104,40,1.2,low-high,high,22,fishing,fishing_h,null,103.32500003278255,1551626165824,1551626165720
2806,1551626166782,03/03/2019 15:16:06,1551626166128,0,03/03/2019 15:16:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,89,40,1.2,low-high,high,22,fishing,fishing_h,null,88.02999998442829,1551626166023,1551626165934
2807,1551626166985,03/03/2019 15:16:06,1551626166325,0,03/03/2019 15:16:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,88,40,1.2,low-high,high,22,fishing,fishing_h,null,87.4700000276789,1551626166220,1551626166132
2808,1551626167172,03/03/2019 15:16:07,1551626166520,0,03/03/2019 15:16:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,87,40,1.2,low-high,high,22,fishing,fishing_h,null,87.23499998450279,1551626166417,1551626166330
2809,1551626167360,03/03/2019 15:16:07,1551626166723,0,03/03/2019 15:16:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,97,40,1.2,low-high,high,22,fishing,fishing_h,null,97.18499996233732,1551626166619,1551626166522
2810,1551626167554,03/03/2019 15:16:07,1551626166912,0,03/03/2019 15:16:06,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,82,40,1.2,low-high,high,22,fishing,fishing_h,null,82.06499996595085,1551626166808,1551626166726
2811,1551626167758,03/03/2019 15:16:07,1551626167110,0,03/03/2019 15:16:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,90,40,1.2,low-high,high,22,fishing,fishing_h,null,90.22000001277775,1551626167005,1551626166915
2812,1551626167960,03/03/2019 15:16:07,1551626167320,0,03/03/2019 15:16:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,102,40,1.2,low-high,high,22,fishing,fishing_h,null,102.26000007241964,1551626167215,1551626167113
2813,1551626168168,03/03/2019 15:16:08,1551626167518,0,03/03/2019 15:16:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,91,40,1.2,low-high,high,22,fishing,fishing_h,null,89.90500005893409,1551626167413,1551626167322
2814,1551626168355,03/03/2019 15:16:08,1551626167715,0,03/03/2019 15:16:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,91,40,1.2,low-high,high,22,fishing,fishing_h,null,90.87499999441206,1551626167613,1551626167522
2815,1551626168558,03/03/2019 15:16:08,1551626167915,0,03/03/2019 15:16:07,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,95,40,1.2,low-high,high,22,fishing,fishing_h,null,94.49499996844679,1551626167812,1551626167717
2816,1551626168777,03/03/2019 15:16:08,1551626168125,0,03/03/2019 15:16:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,103,40,1.2,low-high,high,22,fishing,fishing_h,null,103.07499999180436,1551626168020,1551626167917
2817,1551626168949,03/03/2019 15:16:08,1551626168309,0,03/03/2019 15:16:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,74,40,1.2,low-high,high,22,fishing,fishing_h,null,73.7700000172481,1551626168203,1551626168129
2818,1551626169155,03/03/2019 15:16:09,1551626168498,0,03/03/2019 15:16:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,79,40,1.2,low-high,high,22,fishing,fishing_h,null,78.14499991945922,1551626168392,1551626168313
2819,1551626169342,03/03/2019 15:16:09,1551626168704,0,03/03/2019 15:16:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,98,40,1.2,low-high,high,22,fishing,fishing_h,null,97.124999971129,1551626168600,1551626168502
2820,1551626169546,03/03/2019 15:16:09,1551626168895,0,03/03/2019 15:16:08,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,87,40,1.2,low-high,high,22,fishing,fishing_h,null,86.60000003874302,1551626168793,1551626168706
2821,1551626169750,03/03/2019 15:16:09,1551626169099,0,03/03/2019 15:16:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,98,40,1.2,low-high,high,22,fishing,fishing_h,null,97.87499997764826,1551626168995,1551626168897
2822,1551626169944,03/03/2019 15:16:09,1551626169308,0,03/03/2019 15:16:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,101,40,1.2,low-high,high,22,fishing,fishing_h,null,99.87499995622784,1551626169203,1551626169102
2823,1551626170163,03/03/2019 15:16:10,1551626169502,0,03/03/2019 15:16:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,86,40,1.2,low-high,high,22,fishing,fishing_h,null,85.97999997437,1551626169397,1551626169311
2824,1551626170335,03/03/2019 15:16:10,1551626169692,0,03/03/2019 15:16:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,81,40,1.2,low-high,high,22,fishing,fishing_h,null,80.93500009272248,1551626169587,1551626169506
2825,1551626170538,03/03/2019 15:16:10,1551626169883,0,03/03/2019 15:16:09,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,83,40,1.2,low-high,high,22,fishing,fishing_h,null,83.11000000685453,1551626169778,1551626169695
2826,1551626170726,03/03/2019 15:16:10,1551626170072,0,03/03/2019 15:16:10,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,83,40,1.2,low-high,high,22,fishing,fishing_h,null,83.03500001784414,1551626169969,1551626169886
2827,1551626170916,03/03/2019 15:16:10,1551626170274,0,03/03/2019 15:16:10,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,96,40,1.2,low-high,high,22,fishing,fishing_h,null,95.43999994639307,1551626170170,1551626170074
2828,1551626171120,03/03/2019 15:16:11,1551626170463,0,03/03/2019 15:16:10,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,82,40,1.2,low-high,high,22,fishing,fishing_h,null,81.87499991618097,1551626170359,1551626170277
2829,1551626171292,03/03/2019 15:16:11,1551626170651,0,03/03/2019 15:16:10,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,81,40,1.2,low-high,high,22,fishing,fishing_h,null,80.7200000854209,1551626170547,1551626170466
2830,1551626171496,03/03/2019 15:16:11,1551626170849,0,03/03/2019 15:16:10,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,90,40,1.2,low-high,high,22,fishing,fishing_h,null,89.68500001356006,1551626170743,1551626170653
